VAR1,Date,Total_Volume,SQRT_AveragePrice,LOG_Large_Bags,LOG_Small_Bags,LOG_Total_Bags,LOG_XLarge_Bags,LOG__4046,LOG__4225,LOG__4770
3,2016-12-04,5955.63,0.7474749904,0,0.0004096172,0.0002830158,0,0.0000121655,8.9889607E-6,4.4179243E-6
4,2016-11-27,5306.81,0.7616240374,0,0.0003636724,0.0002512695,0,0.0000110918,7.9166988E-6,9.4209545E-6
5,2016-11-20,6445.71,0.7083638609,9.7619836E-6,0.000427142,0.000298006,0,0.0000184217,0.0000114798,6.8958804E-6
6,2016-11-13,3601.66,0.6801716342,0,0.0002308329,0.0001594844,0,0.0000110844,0.0000121642,4.1587399E-6
7,2016-11-06,5678.73,0.720814091,0,0.000401497,0.000277405,0,7.0815225E-6,5.7692406E-6,9.6683564E-6
8,2016-10-30,4036.39,0.700787559,6.0656249E-6,0.0002636715,0.0001839641,0,0.00001112,9.9141826E-6,6.3775129E-6
9,2016-10-23,3509.18,0.5965499863,0,0.0002463284,0.0001701908,0,1.7811576E-6,7.5342015E-6,6.687748E-6
10,2016-10-16,5193.18,0.6931284486,0,0.0003625334,0.0002504826,0,5.9462663E-6,9.4159111E-6,4.6928167E-6
11,2016-10-09,4687.32,0.674919265,1.5072299E-6,0.0003255208,0.0002253532,0,5.0453591E-6,9.4691578E-6,4.8852413E-6
12,2016-10-02,4651.52,0.7108713514,1.4914932E-6,0.0003199086,0.0002214709,0,8.7716537E-6,6.971935E-6,7.1629181E-6
13,2016-09-25,6840.51,0.7232784198,1.4844991E-6,0.0004835648,0.0003345502,0,7.729172E-6,7.6914993E-6,9.7783128E-6
14,2016-09-18,9663.48,0.7592841731,7.3962703E-7,0.0006886522,0.0004760476,0,9.7094906E-6,9.522893E-6,9.0243259E-6
15,2016-09-11,9668.53,0.752220911,0.0000435426,0.00064578,0.0004590521,0,0.0000182441,0.0000166452,6.8840993E-6
16,2016-09-04,7464.59,0.7083638609,0.0000656306,0.00048779,0.0003564002,0,0.0000121563,0.0000127455,8.3960029E-6
17,2016-08-28,3284.45,0.6669631606,0,0.0002056094,0.0001420568,0,9.4395273E-6,0.0000145945,7.3514152E-6
18,2016-08-21,7470.66,0.6313291633,2.0335359E-6,0.0005057779,0.0003500612,0,0.0000165746,0.0000146883,3.9427529E-6
19,2016-08-14,3590.48,0.6480191553,2.8938095E-6,0.0002206847,0.0001533269,0,0.0000118556,0.0000164469,5.3054338E-6
20,2016-08-07,6079.97,0.674919265,2.1611782E-6,0.0004119211,0.0002852456,0,0.0000110219,0.0000139849,6.3303885E-6
21,2016-07-31,5590.38,0.6642899508,0,0.000387803,0.0002679429,0,7.2727836E-6,9.8120858E-6,0.0000127707
22,2016-07-24,5387.66,0.6480191553,0.0000459922,0.0003371273,0.0002465023,0,6.7886951E-6,0.0000155876,0.0000542154
23,2016-07-17,12285.03,0.7545826779,0.0003061711,0.0007150671,0.0005844321,0,0.0000104143,9.071029E-6,0.0002108173
24,2016-07-10,7574.45,0.7158599835,0.000025418,0.0005022032,0.0003544921,0,0.0000132995,9.7290406E-6,0.0000800969
25,2016-07-03,7342.95,0.6982438571,0.0000955263,0.0004413208,0.0003331147,0,0.0000127802,0.0000141295,0.0001211383
26,2016-06-26,6794.88,0.720814091,0.0001390473,0.0004063065,0.0003217666,0,9.0200729E-6,8.2146852E-6,0.0000734096
27,2016-06-19,8174.73,0.720814091,0.0001027085,0.0005312798,0.0003973931,0,5.4656946E-6,8.3065236E-6,0.0000707237
28,2016-06-12,7873.7,0.7232784198,0.0001650124,0.0003887538,0.0003173025,0,0.00001249,8.2308057E-6,0.0004997967
29,2016-06-05,8318.68,0.6397285901,0.0001533621,0.0005337179,0.0004140269,0,6.6611877E-6,6.2465082E-6,6.538521E-6
30,2016-05-29,9117.05,0.6827826673,0.000177334,0.0005750254,0.0004496439,0,8.4177113E-6,9.2845042E-6,8.8633181E-6
31,2016-05-22,8511.92,0.6982438571,0.0000526992,0.0005708087,0.0004099487,0,0.0000177077,7.0989457E-6,7.9483226E-6
32,2016-05-15,9086.18,0.6931284486,0.0001524076,0.0005764859,0.0004432967,0,0.0000144536,7.1521925E-6,8.2821194E-6
33,2016-05-08,6605.29,0.6425039984,0.0000969687,0.0004246693,0.0003220349,0,7.4570098E-6,8.6890206E-6,7.0647424E-6
34,2016-05-01,9184.96,0.6931284486,0.0000240752,0.000640888,0.0004499271,0,0.0000128347,8.071554E-6,3.6757144E-6
35,2016-04-24,11095.97,0.7257343808,0.0002164338,0.000703008,0.0005496165,0,7.9059235E-6,0.0000124309,4.3079673E-6
36,2016-04-17,8785.44,0.6931284486,0.0000727658,0.0005938046,0.0004317605,0,8.8398041E-6,0.0000100231,5.0462497E-6
37,2016-04-10,6966,0.7033220612,0.0002099744,0.0004084813,0.0003442041,0,4.1220273E-6,9.3616875E-6,4.3786539E-6
38,2016-04-03,9154.93,0.7033220612,0.0001741365,0.0005790598,0.0004514879,0,0.0000104899,7.5454371E-6,5.1758418E-6
39,2016-03-27,8688.2,0.7033220612,0.0000789045,0.0005965465,0.0004354666,0,5.102078E-6,5.6686089E-6,7.0411803E-6
40,2016-03-20,7351.07,0.617076104,0.0001364983,0.0004564269,0.0003556448,0,6.8651996E-6,0.0000143693,3.7699633E-6
41,2016-03-13,8599.69,0.6341413339,0.0003907424,0.0004370215,0.0004172827,0,9.643099E-6,0.000013512,7.0725965E-6
42,2016-03-06,8782.58,0.6369410885,0.0008920699,0.0002419035,0.0004305181,0,6.8924598E-6,0.0000129229,7.4613719E-6
43,2016-02-28,7183.79,0.7033220612,0.0005986164,0.0002511327,0.000350233,0,7.4600875E-6,0.0000100011,9.067523E-6
44,2016-02-21,5950.64,0.7133700282,0.0006286989,0.0001431051,0.0002844907,0,6.609745E-6,0.0000129028,9.3934654E-6
45,2016-02-14,4784.79,0.7958969514,0.0004853522,0.0001143549,0.0002223002,0,9.1554942E-6,0.0000121657,8.0072279E-6
46,2016-02-07,7315.19,0.7232784198,0.0007667484,0.000186214,0.000355038,0,7.6821262E-6,0.0000123899,2.9138687E-6
47,2016-01-31,8501.28,0.6112818339,0.001309641,0.0000536991,0.0004238803,0,3.7847911E-6,9.0993621E-6,6.0083722E-6
48,2016-01-24,7830.1,0.6931284486,0.0009773166,0.0001442264,0.0003882278,0,4.4108983E-6,9.4559683E-6,5.325069E-6
49,2016-01-17,4610.66,0.745090694,0.0005623922,0.0000731412,0.0002165796,0,4.7243915E-6,0.0000143659,5.0462497E-6
50,2016-01-10,7967.11,0.5596134914,0.0012124301,0.0000515692,0.0003936874,0,5.2511301E-6,9.9180906E-6,6.3578777E-6
51,2016-01-03,7329.14,0.6369410885,0.0011203202,0.0000479406,0.0003639683,0,3.0096312E-6,9.5438985E-6,5.0383956E-6
0,2016-12-25,8403.07,0.8372978058,0.0000553079,0.0003328962,0.0002463283,0,2.8350772E-6,0.0001735087,5.3879015E-6
1,2016-12-18,8155.56,0.8266039084,0.0000186514,0.0002916997,0.0002070447,0,6.6932844E-6,0.0001947826,1.6140173E-6
2,2016-12-11,7514.4,0.8644830599,6.6618891E-7,0.0003212037,0.0002221221,0,8.6661643E-7,0.0001553348,4.3079673E-6
3,2016-12-04,8036.44,0.8394202371,0,0.000320474,0.0002214213,0,4.5568727E-6,0.0001777985,1.0760118E-6
4,2016-11-27,7148.3,0.8908391022,7.9907406E-6,0.0002993189,0.0002091627,0,2.0493642E-6,0.0001488069,1.0760118E-6
5,2016-11-20,9689.09,0.8135857104,0.0000383392,0.0002519096,0.0001853633,0,8.2202949E-6,0.0002887011,0
6,2016-11-13,5260.62,0.8928342651,1.3446171E-6,0.0001600818,0.0001109976,0,6.6963823E-7,0.0001501619,8.1564547E-6
7,2016-11-06,6674.17,0.8706360419,0.0000188192,0.0002488374,0.000177479,0,3.2285931E-6,0.0001543238,1.0877929E-6
8,2016-10-30,4272.13,0.8222874094,0.0000315569,0.0000807082,0.0000650761,0,0.0000121163,0.0001335687,5.4193309E-7
9,2016-10-23,1494.63,0.7402990643,0.0000100557,0.0000353251,0.0000273741,0,2.8961931E-6,0.0000438205,5.4193309E-7
10,2016-10-16,5131.43,0.8201206404,0.0000329854,0.0000924446,0.0000736064,0,1.5503239E-6,0.000178663,4.8970224E-6
11,2016-10-09,6836.11,0.8222874094,0.0000154534,0.0002132689,0.0001519102,0,2.1289468E-6,0.0001876528,1.0877929E-6
12,2016-10-02,7328.91,0.8201206404,0.0000268413,0.0002941743,0.0002111717,0,2.7168026E-6,0.0001547819,2.7135896E-6
13,2016-09-25,9905.86,0.8222874094,0.000016742,0.000484897,0.0003399734,0,8.288885E-6,0.0001522108,5.4153907E-6
14,2016-09-18,10644.73,0.8266039084,4.6790497E-6,0.0005547702,0.0003846954,0,3.6915785E-6,0.0001514777,2.1638036E-6
15,2016-09-11,12509.69,0.8069978634,0.0000206849,0.0005114965,0.0003595168,0,9.6044072E-6,0.0002595604,4.3158214E-6
16,2016-09-04,9021.82,0.8222874094,0,0.0003475947,0.0002401605,0,7.3576419E-6,0.0002047442,3.7699633E-6
17,2016-08-28,4688.55,0.7981294858,0.0000146281,0.0000622503,0.0000473263,0,2.2828358E-6,0.0001816956,0
18,2016-08-21,6181.23,0.7662823318,0.000029228,0.0001252459,0.0000951597,0,6.6818527E-6,0.0002043159,1.0760118E-6
19,2016-08-14,5131.72,0.7891614541,0.0000514753,0.0000888296,0.000076567,0,2.8662947E-6,0.0001745558,3.7542551E-6
20,2016-08-07,5402.37,0.8266039084,0,0.0001144288,0.0000790584,0,1.5714287E-6,0.0001871893,1.0720848E-6
21,2016-07-31,5524.69,0.7891614541,0,0.0001265226,0.0000874141,0,5.9115315E-6,0.0001805024,5.3407899E-7
22,2016-07-24,7492.17,0.8135857104,0,0.0003085297,0.0002131684,0,1.2566156E-6,0.000162693,1.0681577E-6
23,2016-07-17,12209.9,0.8330367206,0,0.0006213875,0.0004293479,0,8.3627827E-7,0.0001886985,3.2005426E-6
24,2016-07-10,9578.06,0.8201206404,0,0.0004246461,0.0002934004,0,8.890807E-6,0.0001802215,5.3407899E-7
25,2016-07-03,9168.9,0.8201206404,0,0.000392051,0.0002708782,0,7.3805053E-6,0.0001829019,3.1887615E-6
26,2016-06-26,7355.55,0.8179481316,0,0.0002998851,0.0002071954,0,1.6646416E-6,0.0001611545,1.594382E-6
27,2016-06-19,7083.46,0.8157698371,0,0.0002891363,0.0001997686,0,2.3364771E-6,0.0001543458,0
28,2016-06-12,5799.45,0.8157698371,0,0.0001669139,0.0001153211,0,5.3469806E-6,0.000167481,5.8355829E-6
29,2016-06-05,7906.25,0.8069978634,2.6035547E-6,0.0003151704,0.0002185252,0,8.8376408E-7,0.0001783948,0
30,2016-05-29,8731.75,0.8266039084,6.7615345E-6,0.0003314689,0.0002310139,0,4.76792E-6,0.0002023827,1.5786738E-6
31,2016-05-22,10501.75,0.8266039084,2.077249E-6,0.0005172845,0.0003580251,0,1.2931093E-6,0.0001726735,0
32,2016-05-15,7461.06,0.8222874094,9.3388439E-6,0.0002887614,0.0002022659,0,9.9808177E-7,0.0001711945,5.7688234E-6
33,2016-05-08,8622.92,0.7823679723,0.0000455918,0.0003339172,0.0002441661,0,1.1137185E-6,0.0001886149,2.0931168E-6
34,2016-05-01,13840.67,0.8351699808,0.0000398569,0.0004900034,0.0003503233,0,4.6272218E-6,0.0003393262,0
35,2016-04-24,10677.34,0.8003557928,0.0000134531,0.0005470999,0.0003819845,0,5.8996601E-6,0.000153388,5.2229784E-7
36,2016-04-17,8121.64,0.7914129893,0.0001107701,0.0003021168,0.000241432,0,3.5143866E-6,0.0001643126,0
37,2016-04-10,8039.96,0.8157698371,7.7739248E-6,0.0003842974,0.000267815,0,1.4659048E-6,0.0001376276,0
38,2016-04-03,8734.54,0.8201206404,0,0.0004285885,0.0002961245,0,9.6299086E-6,0.0001356885,0
39,2016-03-27,8342.54,0.7869034768,0,0.0004086202,0.0002823269,0,5.1689096E-6,0.0001345573,0
40,2016-03-20,6407.43,0.8135857104,0,0.0002253002,0.0001556617,0,7.0586591E-6,0.000157693,1.0524495E-6
41,2016-03-13,6620.7,0.7869034768,2.0824946E-6,0.0002278645,0.0001580481,0,0.0000315226,0.0001382816,4.2097914E-6
42,2016-03-06,6367.65,0.7869034768,1.5631827E-6,0.0001728003,0.0001198495,0,0.0000289053,0.0001655034,0
43,2016-02-28,9372.36,0.8091997717,0,0.0002505949,0.0001731387,0,3.8964704E-6,0.0002896036,0
44,2016-02-21,4735.53,0.8003557928,0,0.0001413534,0.0000976609,0,5.6129879E-6,0.0001323305,2.6389758E-6
45,2016-02-14,4968.79,0.8157698371,3.1368541E-6,0.0001268296,0.0000885522,0,6.5688547E-6,0.0001516101,0
46,2016-02-07,7536.3,0.8179481316,0.0000256733,0.0001419614,0.0001056593,0,8.3596735E-6,0.0002581729,5.2936527E-6
47,2016-01-31,4585.28,0.8069978634,0.000031494,0.0001409268,0.0001066626,0,5.5835292E-6,0.0001160418,6.3657318E-6
48,2016-01-24,4508.3,0.8091997717,1.0508647E-6,0.0001472152,0.0001020211,0,4.3409889E-6,0.0001186482,1.594382E-6
49,2016-01-17,3834.56,0.793658137,3.6841415E-6,0.0000281312,0.0000205231,0,0.0000169097,0.0001489007,1.594382E-6
50,2016-01-10,3984.77,0.7639567352,0.0000970054,0.0000377039,0.0000546861,0,6.5626991E-6,0.0001352709,2.662538E-6
51,2016-01-03,5895.92,0.617076104,0.0000845115,0.0000466645,0.0000571884,0,4.1862209E-6,0.000228753,3.738547E-6
0,2016-12-25,20826.21,0.5234704885,5.8225962E-7,0.00073067,0.000505037,0,0.0004814074,4.2993331E-6,0
1,2016-12-18,23369.48,0.4464171325,0,0.0011806459,0.0008158381,0,0.0003300962,2.3873266E-6,0
2,2016-12-11,22650.75,0.4543189342,0,0.0011841801,0.0008182807,0,0.0002965091,2.2915796E-6,0
3,2016-12-04,23759.48,0.4464171325,5.8225962E-7,0.0012128258,0.0008382506,0,0.0003286536,1.8138216E-6,0
4,2016-11-27,38114.66,0.4383729217,5.8225962E-7,0.00198125,0.0013694045,0,0.0005075868,9.545405E-7,0
5,2016-11-20,36090.09,0.4424133106,1.1662674E-6,0.0018623798,0.0012874023,0,0.0004877498,1.8128446E-6,0
6,2016-11-13,38684.7,0.4846394999,4.0793073E-6,0.0018501653,0.0012798175,0,0.0006087403,1.2495979E-6,0
7,2016-11-06,34163.02,0.5935597419,2.330785E-6,0.0014865848,0.0010279808,0,0.0006245099,1.442069E-6,0
8,2016-10-30,28128.59,0.6024859532,5.8225962E-7,0.0007187082,0.0004967709,0,0.0008126613,5.7741407E-7,0
9,2016-10-23,28930.46,0.5935597419,0,0.0002018529,0.0001394613,0,0.001151176,1.5383046E-6,0
10,2016-10-16,48889.9,0.4001778964,1.7485264E-6,0.0024147086,0.0016694211,0,0.0007252733,9.5991407E-7,0
11,2016-10-09,41224.63,0.377291339,1.1662674E-6,0.0019653258,0.0013585682,0,0.0006525342,2.0121547E-6,0
12,2016-10-02,43340.59,0.3628671904,1.7485264E-6,0.0021394717,0.0014791307,0,0.0006437704,8.6025891E-7,0
13,2016-09-25,40784.87,0.3911839862,4.0793073E-6,0.0020059583,0.0013875165,0,0.0006062325,4.5709413E-6,0
14,2016-09-18,42158.24,0.4045998858,6.9940872E-6,0.0020410993,0.0014126692,0,0.0006472878,2.1806889E-6,0
15,2016-09-11,47076.79,0.3911839862,0.0000122396,0.0023945101,0.0016585478,0,0.0006544697,1.4156897E-6,0
16,2016-09-04,44369.75,0.4089740658,8.1603464E-6,0.0023140577,0.001601722,0,0.0005837253,1.6907183E-6,0
17,2016-08-28,46968.92,0.4089740658,6.4118313E-6,0.002359029,0.001632299,0,0.0006721131,1.4132472E-6,0
18,2016-08-21,34420.5,0.4383729217,0.0000104911,0.0017395701,0.0012052574,0,0.0004842595,1.9701432E-6,0
19,2016-08-14,31622.99,0.4846394999,0.0000122396,0.0015453611,0.0010715295,0,0.0004757298,1.4943391E-6,0
20,2016-08-07,21560.06,0.5721906459,0.0000221484,0.0007076743,0.0004955095,0,0.0005247208,1.0224428E-6,0
21,2016-07-31,21414.84,0.5995253164,0.0000145704,0.0004508768,0.0003158252,0,0.0006713696,1.0185347E-6,0
22,2016-07-24,22178.66,0.5995253164,8.1603464E-6,0.0003512095,0.0002450666,0,0.0007650926,1.1108623E-6,0
23,2016-07-17,20729.16,0.5814450033,6.9940872E-6,0.0003420462,0.0002383909,0,0.0007067587,1.4801724E-6,0
24,2016-07-10,25644.01,0.520060221,0.0000120228,0.000804302,0.0005592956,0,0.0006489258,2.0497696E-6,0
25,2016-07-03,15452.08,0.5499919119,0.0000214682,0.000402774,0.0002846233,0,0.0004346609,2.4102863E-6,0
26,2016-06-26,14968.56,0.5596134914,0.0001039096,0.000369757,0.000286142,0,0.0004125309,1.9501145E-6,0
27,2016-06-19,17848.83,0.4955316351,0.0007070225,0.0002989686,0.0004152895,0,0.000428446,2.6965501E-6,0
28,2016-06-12,19398.78,0.4659204337,0.0001148664,0.0007401419,0.0005453041,0,0.0003859723,2.5182459E-6,0
29,2016-06-05,20914.8,0.4659204337,0.0003270524,0.0007399612,0.0006077959,0,0.0003979354,4.10442E-6,0
30,2016-05-29,28717.52,0.4301783128,0.0002783321,0.0011092306,0.0008485918,0,0.0005361869,3.5445941E-6,0
31,2016-05-22,28571.29,0.4342949455,0.0005308817,0.001107926,0.000922209,0,0.0004672831,3.2622385E-6,0
32,2016-05-15,22900.08,0.4464171325,0.0008640725,0.0007533562,0.0007755679,0,0.0003441692,1.9574421E-6,0
33,2016-05-08,20458.56,0.4620856324,0.0010656948,0.0005211974,0.000674722,0,0.0003233765,1.305776E-6,0
34,2016-05-01,16297.47,0.4846394999,0.0002242253,0.0006746807,0.0005323421,0,0.0002615381,1.5871551E-6,0
35,2016-04-24,15724.92,0.4734968725,0.0006936959,0.0004322606,0.000503435,0,0.0002594145,3.3491924E-6,0
36,2016-04-17,16685.6,0.4882972084,0.0006915012,0.0005338,0.0005729352,0,0.0002431912,2.4987057E-6,0
37,2016-04-10,13926.61,0.520060221,0.00031514,0.0004329984,0.0003921859,0,0.000276504,1.8406894E-6,0
38,2016-04-03,12965.74,0.513171702,0.0003334761,0.0003707518,0.0003545922,0,0.0002658911,2.2876715E-6,0
39,2016-03-27,12911.19,0.5335705285,0.0003760953,0.0003488367,0.0003520328,0,0.0002479391,0.0000219962,0
40,2016-03-20,11260.96,0.5499919119,0.0002298421,0.0003116107,0.0002831392,0,0.0002501422,3.7932428E-6,2.9020876E-6
41,2016-03-13,13002.96,0.5368949876,0.0001593901,0.0003454609,0.0002857307,0,0.0003247668,3.8640759E-6,0
42,2016-03-06,14320.97,0.5096925317,0.0001394161,0.0004545846,0.000355233,0,0.000324318,2.9510611E-6,0
43,2016-02-28,12784.14,0.5467470936,9.7847143E-6,0.0004654585,0.0003244885,0,0.0002790447,7.2977663E-6,0
44,2016-02-21,13399.83,0.5467470936,0.0001894858,0.0003865879,0.0003230298,0,0.0003116042,2.5700274E-6,0
45,2016-02-14,14196.18,0.5335705285,0.0004512404,0.0003798006,0.0003956094,0,0.0002847901,2.5592803E-6,0
46,2016-02-07,12049.42,0.5752919729,0.0001271309,0.0003097815,0.000251557,0,0.0003120411,3.7766337E-6,0
47,2016-01-31,10657.65,0.5965499863,1.1662674E-6,0.000263555,0.0001824376,0,0.0003103625,3.0814919E-6,0
48,2016-01-24,10504.4,0.5783766705,1.1662674E-6,0.0003806841,0.0002633682,0,0.0002325604,5.4507364E-6,0
49,2016-01-17,11306.09,0.5564247846,0,0.0003591883,0.0002481712,0,0.0002812732,4.8640436E-6,0
50,2016-01-10,10100.44,0.5627841315,1.2799216E-6,0.0004360125,0.0003016321,0,0.0001854274,1.8719537E-6,0
51,2016-01-03,9643.77,0.5721906459,0.0000118445,0.0003950391,0.0002764385,0,0.0001861343,2.627671E-6,0
0,2016-12-25,2583.94,0.6480191553,0.0000681326,0.0000767293,0.0000731244,0,5.0348067E-6,0.0000514252,0
1,2016-12-18,3202.84,0.5995253164,0.0002133816,0.0000526577,0.000099375,0,4.875642E-6,0.0000569899,0
2,2016-12-11,6248.59,0.4809539749,0.0006793136,0.0000658392,0.0002460652,0,4.9517069E-6,0.0000668415,0
3,2016-12-04,3346.65,0.6507592062,0.0002262741,0.0000471464,0.0000993739,0,6.3054858E-6,0.0000624272,0
4,2016-11-27,2862.28,0.6589109963,0.0001997301,0.0000459361,0.0000907009,0,5.3074093E-6,0.000048084,0
5,2016-11-20,3377.88,0.6397285901,0.0001951429,0.0000659789,0.0001031933,0,6.5851229E-6,0.0000600273,0
6,2016-11-13,3392.09,0.6722776922,0.0001791311,0.0000773121,0.0001062957,0,8.904437E-6,0.0000552085,0
7,2016-11-06,4057.85,0.6982438571,0.0001619233,0.0000944654,0.0001130662,0,8.9620351E-6,0.0000812572,0
8,2016-10-30,3125.55,0.7686008919,0.0000499804,0.0000787778,0.000069181,0,6.6145815E-6,0.0000798583,0
9,2016-10-23,3929.64,0.6369410885,0.0003117,0.0000434797,0.0001220631,0,6.4074918E-6,0.0000693176,0
10,2016-10-16,3492.62,0.6083640042,0.0001872516,0.0000550626,0.0000933218,0,7.118016E-6,0.0000743825,0
11,2016-10-09,3479.15,0.6083640042,0.0001516768,0.0000506278,0.0000797552,0,5.848657E-6,0.0000879741,0
12,2016-10-02,2988.84,0.720814091,0.0000745212,0.0000629645,0.0000655004,0,6.5662166E-6,0.0000767174,0
13,2016-09-25,3007.07,0.7378915813,0.0001152406,0.0000592888,0.000074982,0,7.8201858E-6,0.0000672416,0
14,2016-09-18,2874.38,0.7354762178,0.0001105795,0.0000384539,0.0000592117,0,0.0000106676,0.0000725215,0
15,2016-09-11,4864.91,0.6397285901,0.0002709292,0.0001116842,0.0001571439,0,0.0000186864,0.0000681589,0
16,2016-09-04,5235.64,0.6313291633,0.0002572558,0.0000912657,0.0001390009,0,0.0000314277,0.0000892842,0
17,2016-08-28,6033.01,0.5368949876,0.0005233303,0.0000749282,0.0002062788,0,0.0000232353,0.0000736577,0
18,2016-08-21,4533.5,0.6397285901,0.0002043663,0.0000987087,0.000128528,0,0.0000199672,0.0000776314,0
19,2016-08-14,4592.37,0.6616059401,0.000199842,0.0001011187,0.0001288573,0,0.0000171875,0.0000832834,0
20,2016-08-07,4430.65,0.6696256988,0.0002584987,0.0000968799,0.0001432464,0,0.0000205255,0.0000580568,0
21,2016-07-31,3264.33,0.6956908546,0.0000417785,0.0001035966,0.000083907,0,0.0000133439,0.0000652247,0
22,2016-07-24,3652.3,0.6722776922,0.0000700383,0.0001079131,0.0000952315,0,0.0000162158,0.0000702677,0
23,2016-07-17,5015.85,0.5166274427,0.0003101058,0.0000974648,0.0001588873,0,0.0000193705,0.0000731218,0
24,2016-07-10,5370.5,0.4882972084,0.0003469736,0.0000921316,0.0001660884,0,0.0000189018,0.0000841504,0
25,2016-07-03,4245.31,0.5814450033,0.0001683184,0.000087523,0.0001101578,0,0.0000190346,0.0000819763,0
26,2016-06-26,4164.06,0.5814450033,0.0001744879,0.0000962501,0.0001180085,0,0.0000182243,0.0000714776,0
27,2016-06-19,4509.52,0.5752919729,0.0002160825,0.0000886197,0.0001250169,0,0.0000109125,0.0000898425,0
28,2016-06-12,4358.39,0.5659370084,0.0002373782,0.0000771589,0.0001233865,0,8.0505783E-6,0.0000871828,0
29,2016-06-05,3998.08,0.5368949876,0.0001894718,0.0000750006,0.0001077517,0,6.2039194E-6,0.0000864316,0
30,2016-05-29,4126.64,0.5627841315,0.0001120376,0.0001067275,0.0001068108,0,7.3360976E-6,0.0000923439,0
31,2016-05-22,3722.4,0.5721906459,0.0001589181,0.0000646103,0.000091553,0,4.7010883E-6,0.0000899656,0
32,2016-05-15,4772.79,0.540198988,0.0002391997,0.0001058072,0.000143716,0,3.189901E-6,0.0000935841,0
33,2016-05-08,3820.07,0.5532176986,0.0001637118,0.0000577237,0.0000882105,0,5.2761919E-6,0.0000959448,0.0000105794
34,2016-05-01,4413.98,0.5783766705,0.0001784249,0.0001063861,0.0001261735,0,6.3498935E-6,0.0000891499,0
35,2016-04-24,4243.55,0.5434829027,0.0001860086,0.0000923497,0.0001187151,0,5.7818255E-6,0.0000885149,0
36,2016-04-17,4133.9,0.5721906459,0.0001692921,0.0001150728,0.0001294787,0,4.6456884E-6,0.0000741173,9.385651E-7
37,2016-04-10,3566.21,0.5026619532,0.000212032,0.0000725032,0.0001126868,0,4.0393671E-6,0.00006307,0
38,2016-04-03,2278.47,0.625666904,0.0000601983,0.0000485621,0.0000513218,0,4.6412916E-6,0.0000575747,0
39,2016-03-27,3215.76,0.584497229,0.0001702799,0.000049558,0.0000845083,0,4.4407967E-6,0.0000721742,0
40,2016-03-20,3222.83,0.540198988,0.0001832464,0.0000640022,0.0000983153,0,5.4547026E-6,0.0000583259,0
41,2016-03-13,2555.93,0.5814450033,0.0000869855,0.0000607643,0.00006766,0,5.9277997E-6,0.0000542364,0
42,2016-03-06,1831.89,0.6083640042,0.0000480676,0.0000194349,0.0000276172,0,0.0000110219,0.0000511047,0
43,2016-02-28,1901.93,0.6425039984,7.5308813E-6,0.0000323748,0.0000245905,0,0.0000152991,0.0000526386,0
44,2016-02-21,2235.13,0.6228164705,0.0000438888,0.0000351144,0.0000372163,0,0.0000141072,0.0000582903,0
45,2016-02-14,3182.4,0.5335705285,0.000165453,0.0000440796,0.0000792984,0,0.0000162202,0.0000623886,0
46,2016-02-07,3025.26,0.5752919729,0.0001163683,0.0000398458,0.0000618822,0,0.0000159758,0.0000713047,1.3037806E-6
47,2016-01-31,2450.94,0.5783766705,0.0000932307,0.0000386011,0.0000541916,0,0.0000123845,0.0000546809,0
48,2016-01-24,3585.33,0.4955316351,0.0002239613,0.00004134,0.0000946797,0,0.0000147289,0.000068686,3.8956285E-6
49,2016-01-17,2169.25,0.617076104,0.0000561681,0.0000211682,0.0000312061,0,0.0000138719,0.00006059,3.4675813E-6
50,2016-01-10,2816.92,0.617076104,0.0000773694,0.0000483134,0.0000562191,0,0.000020176,0.0000619832,0
51,2016-01-03,2057.45,0.6228164705,0.000058845,0.0000227177,0.0000330669,0,0.0000100982,0.0000579918,0
0,2016-12-25,3439.46,0.5434829027,0.000364416,0.0000749588,0.000159375,0,0.0000114247,3.9012023E-6,4.6810356E-6
1,2016-12-18,2966.96,0.5434829027,0.0003588821,0.0000445779,0.0001367532,0,0.0000113433,2.7879005E-6,9.3463805E-7
2,2016-12-11,4102.26,0.5659370084,0.0004444522,0.0000876589,0.0001917812,0,0.0000152213,1.7376148E-6,1.8614211E-6
3,2016-12-04,3690.99,0.5690724175,0.0004413202,0.0000625073,0.0001734814,0,0.0000125784,1.6169539E-6,4.1783751E-6
4,2016-11-27,3212.61,0.5935597419,0.0003207038,0.0000759554,0.0001471569,0,0.0000126281,2.7077858E-6,7.4103206E-6
5,2016-11-20,4653.39,0.6112818339,0.0004583153,0.0001148023,0.0002146258,0,0.0000176175,4.3178963E-6,2.3130312E-6
6,2016-11-13,4890.43,0.6054321124,0.0005005429,0.0001123117,0.0002253744,0,0.0000196119,3.2197387E-6,4.6221301E-6
7,2016-11-06,3789.61,0.5935597419,0.0004812294,0.0000485621,0.000175633,0,0.0000137484,3.3882727E-6,1.845713E-6
8,2016-10-30,4355.53,0.5875335986,0.0006148818,0.000018678,0.0001944592,0,0.0000198115,6.534725E-6,1.3823215E-6
9,2016-10-23,2998.64,0.584497229,0.0004456337,0,0.0001315751,0,0.0000155194,4.6554525E-6,4.6339208E-7
10,2016-10-16,3022.99,0.5721906459,0.0004075582,0.0000124523,0.0001289337,0,0.0000191401,4.0917189E-6,2.3169583E-6
